0,92,93,0,0,0
0,98,99,0,0,0
0,254,255,0,0,0
0,260,261,0,0,0
0,326,327,0,0,0
0,428,429,0,0,0
0,434,435,0,0,0
0,500,501,0,0,0
0,602,603,0,0,0
0,608,609,0,0,0
1,2,3,0,0,0
163,164,165,0,0,0
